time_seconds,current1_ma,voltage1_mv,power1_mw,current2_ma,voltage2_mv,power2_mw,current3_ma,voltage3_mv,power3_mw,total_power_mw
361.5339255332947,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
367.2527015209198,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
372.9734857082367,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
378.6948211193085,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
384.41343450546265,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
390.1336741447449,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
395.8536899089813,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
401.57433915138245,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
407.2944986820221,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
413.01592445373535,1536,5072,7790.592,408,5064,2066.112,384,5072,1947.648,11804.351999999999
418.7347569465637,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
424.45379614830017,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
430.17468428611755,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
435.89358472824097,1552,5072,7871.744,416,5064,2106.624,384,5072,1947.648,11926.015999999998
441.6182737350464,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
447.3385200500488,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
453.05424880981445,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
458.77463030815125,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
464.49520802497864,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
470.21659421920776,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
475.9356179237366,1552,5072,7871.744,416,5064,2106.624,384,5072,1947.648,11926.015999999998
481.65573143959045,1552,5072,7871.744,416,5064,2106.624,384,5072,1947.648,11926.015999999998
487.37614488601685,1552,5072,7871.744,416,5064,2106.624,384,5072,1947.648,11926.015999999998
493.1014678478241,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
498.8236584663391,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
504.54024744033813,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
510.2602972984314,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
515.9818172454834,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
521.6973600387573,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
527.4189240932465,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
533.1398274898529,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
538.857860326767,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
544.582005739212,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
550.3041462898254,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
556.0235750675201,1568,5072,7952.896,432,5064,2187.648,384,5072,1947.648,12088.192
561.7406942844391,1552,5072,7871.744,416,5064,2106.624,384,5072,1947.648,11926.015999999998
567.4621105194092,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
573.1791763305664,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
578.8975975513458,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
584.6184000968933,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
590.3384819030762,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
596.0593483448029,1552,5072,7871.744,416,5064,2106.624,384,5072,1947.648,11926.015999999998
601.7813034057617,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
607.5010690689087,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
613.2216508388519,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
618.9451551437378,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
624.6617329120636,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
630.3804240226746,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
636.1138925552368,1552,5072,7871.744,408,5064,2066.112,376,5072,1907.072,11844.928
636.2895424365997,1456,5080,7396.48,384,5072,1947.648,352,5080,1788.16,11132.287999999999
636.7771348953247,1296,5080,6583.68,344,5072,1744.768,312,5080,1584.96,9913.408
636.892740726471,1264,5080,6421.12,336,5072,1704.192,304,5080,1544.32,9669.632
637.0195066928864,1248,5080,6339.84,328,5072,1663.616,304,5080,1544.32,9547.776
637.136878490448,1216,5080,6177.28,312,5072,1582.464,296,5080,1503.68,9263.423999999999
637.2695305347443,1200,5080,6096.0,312,5072,1582.464,296,5080,1503.68,9182.144
637.3734700679779,1184,5080,6014.72,304,5072,1541.888,296,5080,1503.68,9060.288
637.4868533611298,1176,5080,5974.08,296,5072,1501.312,288,5080,1463.04,8938.432
637.6013994216919,1176,5080,5974.08,296,5072,1501.312,288,5080,1463.04,8938.432
637.7605953216553,1136,5080,5770.88,280,5080,1422.4,288,5080,1463.04,8656.32
637.8649396896362,1152,5080,5852.16,288,5072,1460.736,288,5080,1463.04,8775.936
638.0159900188446,1152,5080,5852.16,288,5080,1463.04,288,5080,1463.04,8778.24
638.1199281215668,1160,5080,5892.8,296,5080,1503.68,288,5080,1463.04,8859.52
