time_seconds,current1_ma,voltage1_mv,power1_mw,current2_ma,voltage2_mv,power2_mw,current3_ma,voltage3_mv,power3_mw,total_power_mw
0.016234874725341797,1584,5072,8034.048,672,5064,3403.008,304,5080,1544.32,12981.376
0.12112140655517578,1488,5072,7547.136,584,5064,2957.376,304,5080,1544.32,12048.832
0.22581243515014648,1408,5080,7152.64,512,5072,2596.864,296,5080,1503.68,11253.184000000001
0.3306593894958496,1344,5080,6827.52,456,5072,2312.832,296,5080,1503.68,10644.032000000001
0.4375607967376709,1288,5080,6543.04,408,5072,2069.376,296,5080,1503.68,10116.096000000001
0.549182653427124,1264,5080,6421.12,368,5072,1866.496,304,5080,1544.32,9831.936
0.6537573337554932,1232,5080,6258.56,336,5072,1704.192,304,5080,1544.32,9507.072
0.7580099105834961,1208,5080,6136.64,312,5072,1582.464,304,5080,1544.32,9263.424
0.862401008605957,1184,5080,6014.72,296,5072,1501.312,296,5080,1503.68,9019.712
0.9674489498138428,1168,5080,5933.44,280,5080,1422.4,296,5080,1503.68,8859.52
1.072336196899414,1160,5080,5892.8,272,5080,1381.76,304,5080,1544.32,8818.880000000001
1.1767778396606445,1152,5080,5852.16,256,5080,1300.48,304,5080,1544.32,8696.96
1.2813568115234375,1144,5080,5811.52,256,5080,1300.48,304,5080,1544.32,8656.32
1.386279821395874,1144,5080,5811.52,248,5080,1259.84,304,5080,1544.32,8615.68
1.492591142654419,1136,5080,5770.88,240,5080,1219.2,304,5080,1544.32,8534.4
1.5969061851501465,1136,5080,5770.88,240,5080,1219.2,304,5080,1544.32,8534.4
1.7012994289398193,1136,5080,5770.88,240,5080,1219.2,304,5080,1544.32,8534.4
1.805549144744873,1136,5080,5770.88,240,5080,1219.2,304,5080,1544.32,8534.4
1.9102108478546143,1128,5080,5730.24,232,5080,1178.56,304,5080,1544.32,8453.119999999999
2.014601230621338,1136,5080,5770.88,240,5080,1219.2,304,5080,1544.32,8534.4
2.118705987930298,1128,5080,5730.24,232,5080,1178.56,304,5080,1544.32,8453.119999999999
2.2232789993286133,1112,5080,5648.96,224,5080,1137.92,296,5080,1503.68,8290.56
2.327986478805542,1104,5080,5608.32,224,5080,1137.92,296,5080,1503.68,8249.92
2.4325811862945557,1096,5080,5567.68,224,5080,1137.92,296,5080,1503.68,8209.28
2.5370728969573975,1096,5080,5567.68,224,5080,1137.92,296,5080,1503.68,8209.28
2.641648292541504,1096,5080,5567.68,224,5080,1137.92,296,5080,1503.68,8209.28
2.7462728023529053,1088,5080,5527.04,216,5080,1097.28,296,5080,1503.68,8128.0
2.8510820865631104,1072,5080,5445.76,208,5080,1056.64,288,5080,1463.04,7965.4400000000005
2.9561386108398438,1080,5080,5486.4,216,5080,1097.28,288,5080,1463.04,8046.719999999999
3.060594320297241,1072,5080,5445.76,216,5080,1097.28,288,5088,1465.344,8008.384
3.1654746532440186,1088,5080,5527.04,216,5080,1097.28,296,5080,1503.68,8128.0
3.2698752880096436,1088,5080,5527.04,216,5080,1097.28,296,5080,1503.68,8128.0
3.374112129211426,1080,5080,5486.4,216,5080,1097.28,296,5088,1506.048,8089.727999999999
3.478222131729126,1072,5080,5445.76,208,5080,1056.64,288,5088,1465.344,7967.744000000001
3.5825579166412354,1072,5080,5445.76,208,5080,1056.64,288,5080,1463.04,7965.4400000000005
3.6865363121032715,1080,5080,5486.4,208,5080,1056.64,296,5080,1503.68,8046.72
3.7906205654144287,1080,5080,5486.4,208,5080,1056.64,296,5080,1503.68,8046.72
3.894601583480835,1080,5080,5486.4,216,5080,1097.28,296,5080,1503.68,8087.36
3.9999547004699707,1080,5080,5486.4,216,5080,1097.28,296,5080,1503.68,8087.36
4.104480504989624,1072,5080,5445.76,208,5080,1056.64,288,5088,1465.344,7967.744000000001
4.2084059715271,1072,5080,5445.76,208,5080,1056.64,296,5080,1503.68,8006.080000000001
4.312511205673218,1080,5080,5486.4,216,5080,1097.28,296,5080,1503.68,8087.36
4.4164814949035645,1080,5080,5486.4,216,5080,1097.28,288,5088,1465.344,8049.023999999999
4.520409107208252,1080,5080,5486.4,216,5080,1097.28,296,5080,1503.68,8087.36
4.6243932247161865,1088,5080,5527.04,216,5080,1097.28,296,5080,1503.68,8128.0
4.728413820266724,1080,5080,5486.4,208,5080,1056.64,296,5088,1506.048,8049.088
4.832636833190918,1072,5080,5445.76,208,5080,1056.64,288,5088,1465.344,7967.744000000001
4.936816930770874,1080,5080,5486.4,208,5080,1056.64,296,5080,1503.68,8046.72
5.04249119758606,1144,5080,5811.52,248,5080,1259.84,304,5080,1544.32,8615.68
5.146815538406372,1280,5080,6502.4,320,5072,1623.04,328,5080,1666.24,9791.68
5.449203252792358,1608,5072,8155.776,464,5064,2349.696,400,5072,2028.8,12534.271999999999
7.4302027225494385,1248,5080,6339.84,360,5072,1825.92,296,5080,1503.68,9669.44
7.5344438552856445,1456,5080,7396.48,432,5072,2191.104,352,5080,1788.16,11375.743999999999
7.638407468795776,1552,5072,7871.744,480,5064,2430.72,368,5072,1866.496,12168.96
7.742565631866455,1680,5072,8520.96,536,5064,2714.304,400,5072,2028.8,13264.063999999998
12.631202697753906,1544,5072,7831.168,408,5072,2069.376,392,5072,1988.224,11888.768
18.34907579421997,1544,5072,7831.168,408,5072,2069.376,392,5072,1988.224,11888.768
24.068073272705078,1528,5072,7750.016,408,5072,2069.376,376,5072,1907.072,11726.464
29.786041736602783,1536,5072,7790.592,408,5072,2069.376,376,5072,1907.072,11767.04
35.50587701797485,1536,5072,7790.592,408,5072,2069.376,376,5072,1907.072,11767.04
41.22689914703369,1536,5072,7790.592,408,5072,2069.376,376,5072,1907.072,11767.04
46.94644212722778,1536,5072,7790.592,408,5072,2069.376,376,5072,1907.072,11767.04
52.66590237617493,1536,5072,7790.592,408,5072,2069.376,376,5072,1907.072,11767.04
58.3869047164917,1536,5072,7790.592,408,5072,2069.376,376,5072,1907.072,11767.04
64.10836935043335,1536,5072,7790.592,408,5072,2069.376,376,5072,1907.072,11767.04
69.82895565032959,1536,5072,7790.592,408,5072,2069.376,384,5072,1947.648,11807.616
75.5468487739563,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
81.26745653152466,1536,5072,7790.592,408,5072,2069.376,384,5072,1947.648,11807.616
86.98782324790955,1536,5072,7790.592,408,5072,2069.376,384,5072,1947.648,11807.616
92.71050763130188,1536,5072,7790.592,408,5072,2069.376,384,5072,1947.648,11807.616
98.42873644828796,1536,5072,7790.592,408,5072,2069.376,384,5072,1947.648,11807.616
104.14805793762207,1536,5072,7790.592,408,5072,2069.376,384,5072,1947.648,11807.616
109.86580181121826,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
115.58580660820007,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
121.30521368980408,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
127.02569651603699,1536,5072,7790.592,408,5072,2069.376,384,5072,1947.648,11807.616
132.74704432487488,1536,5072,7790.592,408,5072,2069.376,384,5072,1947.648,11807.616
138.46832156181335,1536,5072,7790.592,408,5064,2066.112,384,5072,1947.648,11804.351999999999
144.1857249736786,1536,5072,7790.592,408,5072,2069.376,384,5072,1947.648,11807.616
149.9074981212616,1536,5072,7790.592,408,5064,2066.112,384,5072,1947.648,11804.351999999999
155.6270444393158,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
161.34762287139893,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
167.06709718704224,1536,5072,7790.592,408,5064,2066.112,384,5072,1947.648,11804.351999999999
172.78745675086975,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
178.50833892822266,1536,5072,7790.592,408,5064,2066.112,384,5072,1947.648,11804.351999999999
184.2261118888855,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
189.950297832489,1576,5072,7993.472,448,5064,2268.672,384,5072,1947.648,12209.792
195.67034697532654,1552,5072,7871.744,416,5064,2106.624,384,5072,1947.648,11926.015999999998
201.3910460472107,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
207.122718334198,1536,5072,7790.592,400,5072,2028.8,376,5080,1910.08,11729.472
212.83766055107117,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
218.55399703979492,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
224.27145791053772,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
229.99298620224,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
235.70853114128113,1552,5072,7871.744,416,5064,2106.624,384,5072,1947.648,11926.015999999998
241.43377566337585,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
247.1549208164215,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
252.8734347820282,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
258.5962541103363,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
264.3158905506134,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
270.03236079216003,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
275.75266289711,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
281.4749994277954,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
287.1934747695923,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
292.909220457077,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
298.62917017936707,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
304.3485972881317,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
310.0666401386261,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
315.7796354293823,1552,5072,7871.744,416,5064,2106.624,384,5072,1947.648,11926.015999999998
321.49328875541687,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
327.21006321907043,1544,5072,7831.168,416,5064,2106.624,384,5072,1947.648,11885.439999999999
332.9317715167999,1536,5072,7790.592,408,5064,2066.112,384,5072,1947.648,11804.351999999999
338.65176486968994,1536,5072,7790.592,408,5064,2066.112,384,5072,1947.648,11804.351999999999
344.3729751110077,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
350.09429121017456,1544,5072,7831.168,408,5064,2066.112,384,5072,1947.648,11844.927999999998
355.81606817245483,1552,5072,7871.744,416,5064,2106.624,384,5072,1947.648,11926.015999999998
