time_seconds,mem_total_kb,mem_used_kb,mem_free_kb,mem_available_kb,buffers_kb,cached_kb,swap_used_kb,mem_used_fraction,pgfault_delta,pgmajfault_delta,pgpgin_delta,pgpgout_delta,pswpin_delta,pswpout_delta,pgalloc_normal_delta,pgfree_delta,pgreuse_delta,cache_references,cache_misses,llc_loads,llc_load_misses,llc_stores,llc_store_misses,dtlb_loads,dtlb_load_misses,dtlb_stores,dtlb_store_misses,itlb_loads,itlb_load_misses,cycles,instructions,cache_miss_rate,dtlb_miss_rate,ipc
0.030847787857055664,7512840,3383256,3527920,4129584,27472,724444,587520,0.4503298353219289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
0.13170933723449707,7512840,3447224,3463952,4065616,27472,724444,587520,0.45884432518195517,441,0,0,0,0,0,17097,1000,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
0.23243141174316406,7512840,3459432,3451744,4053408,27472,724444,587520,0.46046927659846343,81,0,0,0,0,0,3079,61,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
0.3331184387207031,7512840,3459432,3451744,4053408,27472,724444,587520,0.46046927659846343,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
0.43396520614624023,7512840,3539556,3371620,3973284,27472,724444,587520,0.47113421821841006,123,0,0,0,0,0,20097,39,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
0.5449104309082031,7512840,3776164,3134840,3736676,27472,724616,587520,0.5026280341388876,197,3,320,0,0,0,78928,19691,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
0.6463046073913574,7512840,3836852,3063172,3675988,27472,735788,587520,0.5107059381006384,10335,53,11132,0,0,0,18115,26,4702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
0.7480754852294922,7512840,3860220,3030332,3652620,27472,745108,587520,0.5138163464149377,10151,63,9312,0,0,0,8057,6,4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
0.8497817516326904,7512840,3905008,2970408,3607832,27472,760244,587520,0.5197778736137066,5807,79,15152,0,0,0,15002,27,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
0.9511635303497314,7512840,3959636,2904684,3553204,27472,771344,587520,0.5270491585073022,8727,44,11232,0,0,0,15538,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1.0526468753814697,7512840,4023164,2828060,3489676,27472,784568,587520,0.5355050819663403,8331,56,13364,0,0,0,11495,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1.1542253494262695,7512840,4078020,2759788,3434820,27472,797984,587520,0.5428067149040842,8012,56,13048,0,0,0,10951,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1.2557587623596191,7512840,4128132,2696776,3384708,27472,810712,587520,0.5494768955548102,8743,52,12744,0,0,0,11598,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1.3572697639465332,7512840,4201960,2611080,3310880,27472,822752,587520,0.5593038052187987,9839,49,12064,0,0,0,12751,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1.4591872692108154,7512840,4234860,2566312,3277980,27472,834620,587520,0.5636829747472327,7337,60,11836,0,0,0,10166,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1.560868740081787,7512840,4303972,2487764,3208868,27472,843884,587520,0.5728821590769935,9545,30,9236,0,0,0,11411,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1.6624963283538818,7512840,4359344,2420900,3153496,27472,855400,587520,0.5802524744304417,7926,56,11784,0,0,0,7124,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1.7641959190368652,7512840,4414588,2355336,3098252,27472,865892,587520,0.5876057522854207,7888,54,10232,0,0,0,4167,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1.8658208847045898,7512840,4471564,2286148,3041276,27472,877932,587520,0.5951895687915622,8443,56,12148,0,0,0,5204,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
